name,countries,categories,currency,denominations,discount,expiry,url
"RentacarGift DE","DE","cars","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","36 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/rentacargift-de.jpg"
"Eat the World Germany","DE","food-and-drink","EUR","15; 25; 50","9","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/eat-the-world-de.jpg"
"The Golf Gift Card","GB","fashion; sports; travel-and-leisure","GBP","25; 50; 100; 250","6","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/the-golf-gift-card-new-uk.jpg"
"Prenatal Portugal","PT","baby","EUR","25; 50","5","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/prenatal-pt.jpg"
"Die moderne Germany","DE","baby; home; toys","EUR","15; 25; 50","6","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/die-moderne-de.jpg"
"Dots.eco - Protect 10 sqm of Marine Habitat EUR","IE; AT; BE; HR; CY; EE; FI; FR; DE; GR; IT; LV; LT; LU; MT; NL; PT; SK; SI; ES","charity","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","29.65","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/protect-marine-eur.jpg"
"RentacarGift IE","IE","cars","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","60 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/rentacargift-ie.jpg"
"smartsteuer Germany","DE","electronics","EUR","10; 15; 25","8","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/smartsteuer-de.jpg"
"HotelsGift","GB","travel-and-leisure","GBP","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","12 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/hotelsgift.jpg"
"Street One Germany","DE","fashion; jewellery","EUR","10; 20; 25; 50; 100","9","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/street-one-de.jpg"
"SUSHI BIKES Germany","DE","cars; sports","EUR","25; 50; 100; 250","5","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/sushi-bikes-de.jpg"
"Gourmetfleisch Germany","DE","food-and-drink","EUR","15; 25; 50","7","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/gourmetfleisch-de.jpg"
"konfetti Germany","DE","beauty; books; craft; music; travel-and-leisure","EUR","25; 50; 100","7","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/konfetti-de.jpg"
"RTL+ Germany","DE","gaming","EUR","15; 25; 50","6","35 months","https://assets.tillo.io/images/brands/vouchers/330x214/rtl-de.jpg"
"Urban","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250","10","12 months after date of purchase","https://assets.tillo.io/images/brands/vouchers/330x214/urban-massage.jpg"
"AirlineGift","GB","travel-and-leisure","GBP","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","12 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/airlinegift.jpg"
"Spotify Italy","IT","music","EUR","11; 33; 66","5","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/spotify-it.jpg"
"Rituals Germany","DE","beauty; home","EUR","10; 25; 50; 100","10","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/rituals-de.jpg"
"The Hotel Card","GB","travel-and-leisure","GBP","25; 50; 100; 250","12.5","5 years. Expiry date can be extended. Expired cards can be re-activated.","https://assets.tillo.io/images/brands/vouchers/330x214/the-hotel-card.jpg"
"TOYS CENTER Italy","IT","toys","EUR","25; 50; 100","6","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/toys-center-it.jpg"
"Footasylum","GB","fashion","GBP","10; 25; 50; 100; 250","5","12 Months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/footasylum.jpg"
"Cineworld UK","GB","travel-and-leisure; tv-and-movies","GBP","10; 25; 50; 100; 250","10","12 months from purchase","https://assets.tillo.io/images/brands/vouchers/330x214/cineworld-uk.jpg"
"NaturaSi Italy","IT","food-and-drink; supermarket","EUR","25; 50; 100; 200; 500","3.5","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/naturasi-it.jpg"
"Domino's Pizza Germany","DE","food-and-drink","EUR","10; 15; 25; 50","12","32 months","https://assets.tillo.io/images/brands/vouchers/330x214/dominos-pizza-de.jpg"
"Ravensburger Germany","DE","baby; toys","EUR","10; 15; 25; 50","7","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/ravensburger-de.jpg"
"Decathlon Belgium","BE","fashion; sports","EUR","10; 20; 50; 100","3","No Expiry","https://assets.tillo.io/images/brands/vouchers/330x214/decathlon-be.jpg"
"lastminute.com Italy Travel Gift Card","IT","","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000","2.35","12 months from activation date","https://assets.tillo.io/images/brands/vouchers/330x214/last-minute-it.jpg"
"Lieferando Austria","AT","food-and-drink","EUR","10; 25; 50; 100","5.5","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/lieferando-at.jpg"
"DERTOUR Reisebüro Germany","DE","craft; travel-and-leisure","EUR","15; 25; 50; 100; 150","5","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/dertour-reiseburo-de.jpg"
"The Vegan Gift Card","GB","fashion; food-and-drink; home; other","GBP","10; 25; 50; 100; 250","6","18 months after date of purchase","https://assets.tillo.io/images/brands/vouchers/330x214/the-vegan-gift-card-uk.jpg"
"fitnessRAUM.de Germany","DE","sports","EUR","10; 25; 50; 75","14","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/fitnessraum-de.jpg"
"HelloFresh Germany","DE","food-and-drink; sports","EUR","10; 15; 25; 50; 100; 150","9","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/hellofresh-de.jpg"
"Herrenausstatter.de Germany","DE","fashion; jewellery","EUR","10; 15; 25; 50; 100","7","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/herrenausstatter-de.jpg"
"SportPlus Germany","DE","sports","EUR","25; 50; 100","9","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/sportplus-de.jpg"
"Butlins by Inspire","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000","6","18 months from date of issue","https://assets.tillo.io/images/brands/vouchers/330x214/inspire-butlins.jpg"
"Rituals Italy","IT","beauty; home","EUR","10; 25; 50; 100","10","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/rituals-it.jpg"
"MANGO France","FR","fashion","EUR","25; 50","9","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/mango-fr.jpg"
"Dagje uit Cadeaukaart Europe","NL","sports; travel-and-leisure","EUR","10; 25; 50; 100","14","2 Years","https://assets.tillo.io/images/brands/vouchers/330x214/dagje-uit-cadeaukaart-eur.jpg"
"RentacarGift EU","AT; BE; FI; FR; IT; NL; ES","cars","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","12 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/rentacargift-eu.jpg"
"Decathlon","GB","fashion; sports","GBP","10; 25; 50; 100; 250","6","2 years from activation","https://assets.tillo.io/images/brands/vouchers/330x214/decathlon.jpg"
"Azteco Bitcoin Voucher - Lightning EUR","IE; AT; BE; CY; CZ; DK; EE; FI; FR; DE; GR; HU; IT; LV; LT; LU; MT; NL; PL; PT; RO; SK; SI; ES; SE","cryptocurrency","EUR","10; 25; 50; 100; 250; 500","7","30 days from issue","https://assets.tillo.io/images/brands/vouchers/330x214/azteco-eur.jpg"
"Travelgift","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500; 1000","5","24 months from purchase","https://assets.tillo.io/images/brands/vouchers/330x214/gift-cards-four-travel.jpg"
"Philips Hue Germany","DE","electronics; home","EUR","15; 25; 50; 100; 150","13","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/philips-hue-de.jpg"
"BAUR Germany","DE","fashion; jewellery","EUR","10; 15; 25; 50; 100","4","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/baur-de.jpg"
"Purelei Germany","DE","fashion; jewellery","EUR","15; 20; 25; 50; 100","5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/purelei-de.jpg"
"Lindt Germany","DE","food-and-drink","EUR","15; 20; 25; 50","14","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/lindt-de.jpg"
"ToursGift","GB","travel-and-leisure","GBP","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","12 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/toursgift.jpg"
"IKEA Germany","DE","home","EUR","10; 15; 20; 25; 30; 40; 44; 50; 100; 200; 500","7","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/ikea-de.jpg"
"TripGift","GB","travel-and-leisure","GBP","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","12 months from first use for GBP & EUR & 60 months from first use for USD","https://assets.tillo.io/images/brands/vouchers/330x214/tripgift.jpg"
"Smartbox Italy","IT","travel-and-leisure","EUR","25; 50; 100","11","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/smartbox-it.jpg"
"Despar Italy","IT","supermarket","EUR","10; 20; 50; 100","2","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/despar-it.jpg"
"Louis Motorrad Germany","DE","cars; sports","EUR","10; 25; 44; 50; 100","9","20 months","https://assets.tillo.io/images/brands/vouchers/330x214/louis-motorrad-de.jpg"
"Roadhouse Italy","IT","","EUR","25; 50; 100","6","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/roadhouse-it.jpg"
"TortenPrima Germany","DE","food-and-drink","EUR","10; 15; 20; 50","14","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/tortenprima-de.jpg"
"FNAC Portugal","PT","department-store","EUR","10; 50; 100","0.5","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/fnac-pt.jpg"
"Salmoiraghi & Vigano' Italy","IT","fashion","EUR","10; 25; 50; 100; 150","5","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/salmoiraghi-and-vigano-it.jpg"
"Bennet Italy","IT","supermarket","EUR","10; 25; 50; 100","3","18 months","https://assets.tillo.io/images/brands/vouchers/330x214/bennet-it.jpg"
"MediaWorld Italy","IT","electronics","EUR","10; 20; 25; 50; 100; 200","1","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/mediaworld-it.jpg"
"Aral Germany","DE","cars","EUR","10; 15; 20; 25; 44; 50; 100","0.5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/aral-de.jpg"
"Deliveroo Italy","IT","food-and-drink","EUR","25; 50; 100","5","12 months from activation. Must redeem AND spend by expiry.","https://assets.tillo.io/images/brands/vouchers/330x214/deliveroo-it.jpg"
"Rituals France","FR","beauty; home","EUR","10; 25; 50; 100","10","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/rituals-fr.jpg"
"Dots.eco - Buy 10 sqf of Land for Nature Reserve EUR","IE; AT; BE; HR; CY; EE; FI; FR; DE; GR; IT; LV; LT; LU; MT; NL; PT; SK; SI; ES","charity","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","29.65","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/buy-land-for-nature-reserve-eur.jpg"
"GALP Portugal","PT","other","EUR","10; 15; 20; 30","0.5","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/galp-pt.jpg"
"Loveco Germany","DE","fashion; jewellery","EUR","10; 15; 25; 50","9","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/loveco-de.jpg"
"Milano","IE","food-and-drink","EUR","10; 25; 50; 100; 250; 500","9","5 years","https://assets.tillo.io/images/brands/vouchers/330x214/milano.jpg"
"Thuisbezorgd","NL","food-and-drink","EUR","10; 25; 50; 100","5.5","12 months after purchase","https://assets.tillo.io/images/brands/vouchers/330x214/just-eat-nl.jpg"
"babymarkt Germany","DE","fashion; jewellery","EUR","10; 15; 25; 50; 100","6","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/babymarkt-de.jpg"
"Jacques Wein-Depot Germany","DE","food-and-drink","EUR","10; 15; 20; 25; 44; 50","14","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/jacques-wein-depot-de.jpg"
"Intimissimi Italy","IT","fashion","EUR","30; 50; 70; 100","4","36 months from purchase","https://assets.tillo.io/images/brands/vouchers/330x214/intimissimi.jpg"
"Great British Pub","GB","food-and-drink","GBP","10; 25; 50; 100; 250","10","1 year from last use","https://assets.tillo.io/images/brands/vouchers/330x214/gb-pub.jpg"
"eLearnGift","GB","other","GBP","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","12 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/elearngift.jpg"
"lastminute.com Holiday Gift Card UK","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000","5","12 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/holiday-gift-card-uk.jpg"
"Iper Italy","IT","supermarket","EUR","10; 25; 50; 100; 150; 200","3","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/iper-it.jpg"
"eLearnGift DE","DE","","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","3 years from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/elearngift-de.jpg"
"Deliveroo Belgium","BE","food-and-drink","EUR","25; 50; 100","5","12 months from activation. Must redeem AND spend by expiry.","https://assets.tillo.io/images/brands/vouchers/330x214/deliveroo-be.jpg"
"Total Germany","DE","cars","EUR","10; 25; 50; 75; 100","0.25","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/total-de.jpg"
"Calzedonia Slovakia","SK","fashion","EUR","30; 50; 70; 100","7","3 years for end code but 1 year for Amilon's link","https://assets.tillo.io/images/brands/vouchers/330x214/calzedonia-sk.jpg"
"Sports Direct","GB","fashion; sports","GBP","10; 25; 50; 100","5","Valid for 24 Months","https://assets.tillo.io/images/brands/vouchers/330x214/sports-direct.jpg"
"Dots.eco - Plant a tree where needed the most UK","GB","charity","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","38","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/plant-a-tree-uk.jpg"
"Mango Germany","DE","fashion; jewellery","EUR","25; 50","4","Unlimited","https://assets.tillo.io/images/brands/vouchers/330x214/mango-de.jpg"
"FlystayGift","GB","travel-and-leisure","GBP","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","12 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/flystaygift.jpg"
"Intimissimi Slovakia","SK","fashion","EUR","30; 50; 70; 100","5.5","3 years for end code but 1 year for Amilon's link","https://assets.tillo.io/images/brands/vouchers/330x214/intimissimi-sk.jpg"
"Zara Spain","ES","fashion","EUR","25; 50; 100; 150; 250","1","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/zara-es.jpg"
"Matalan","GB","baby; fashion; home; toys","GBP","10; 25; 50; 100","9.5","24 months from activation.","https://assets.tillo.io/images/brands/vouchers/330x214/matalan.jpg"
"Dots.eco - Clean 1 LB of Ocean Plastic EUR","IE; AT; BE; HR; CY; EE; FI; FR; DE; GR; IT; LV; LT; LU; MT; NL; PT; SK; SI; ES","charity","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","29.65","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/clean-ocean-plastic-eur.jpg"
"Ernest Jones","GB","jewellery","GBP","10; 25; 50; 100; 250; 500; 1000; 2000","7.5","24 months of consecutive non-use","https://assets.tillo.io/images/brands/vouchers/330x214/ernestjones.jpg"
"Animod Germany","DE","craft; travel-and-leisure","EUR","15; 25; 50; 100","4.5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/animod-de.jpg"
"Rituals Luxembourg","LU","beauty; home","EUR","10; 25; 50; 100","10","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/rituals-lu.jpg"
"L'ERBOLARIO Italy","IT","beauty","EUR","10; 25; 50","4.5","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/lerbolario-it.jpg"
"Tchibo Germany","DE","baby; fashion; electronics; home; jewellery; sports; toys","EUR","10; 15; 20; 25; 44; 50","7","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/tchibo-de.jpg"
"TheFork France","FR","food-and-drink","EUR","25; 50; 100","4.5","18 Months","https://assets.tillo.io/images/brands/vouchers/330x214/thefork-fr.jpg"
"Rituals Belgium","BE","beauty; home","EUR","10; 25; 50; 100","10","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/rituals-be.jpg"
"Eckerle Germany","DE","fashion; jewellery","EUR","10; 15; 25; 50; 100","9","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/eckerle-de.jpg"
"Hobbycraft","GB","craft","GBP","10; 25; 50; 100","9","24 months from date of issue","https://assets.tillo.io/images/brands/vouchers/330x214/hobbycraft.jpg"
"Innkeeper's Lodge","GB","food-and-drink","GBP","10; 25; 50; 100; 250","12","2 years from last load.","https://assets.tillo.io/images/brands/vouchers/330x214/innkeepers.jpg"
"Stonehouse","GB","food-and-drink","GBP","10; 25; 50; 100; 250","12","2 years from last load.","https://assets.tillo.io/images/brands/vouchers/330x214/stonehouse.jpg"
"Leuchtturm Germany","DE","baby; craft; electronics; toys; travel-and-leisure","EUR","10; 20; 50","14","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/leuchtturm-de.jpg"
"FloraPrima Germany","DE","home","EUR","10; 15; 20; 25; 50","14","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/floraprima-de.jpg"
"The Charity Shop Gift Card UK","GB","books; charity; fashion; electronics; home; music; toys","GBP","25; 50; 100; 250; 500; 1000","9","24 months after first activation","https://assets.tillo.io/images/brands/vouchers/330x214/the-charity-shop-gift-card-uk.jpg"
"ToursGift IE","IE","travel-and-leisure","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","60 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/toursgift-ie.jpg"
"Morrisons","GB","supermarket","GBP","10; 25; 50; 100; 250; 500","3","12 months from initial activation","https://assets.tillo.io/images/brands/vouchers/330x214/morrisons.jpg"
