name,countries,categories,currency,denominations,discount,expiry,url
"MANGO France","FR","fashion","EUR","25; 50","9","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/mango-fr.jpg"
"Dagje uit Cadeaukaart Europe","NL","sports; travel-and-leisure","EUR","10; 25; 50; 100","14","2 Years","https://assets.tillo.io/images/brands/vouchers/330x214/dagje-uit-cadeaukaart-eur.jpg"
"Decathlon","GB","fashion; sports","GBP","10; 25; 50; 100; 250","6","2 years from activation","https://assets.tillo.io/images/brands/vouchers/330x214/decathlon.jpg"
"RentacarGift EU","AT; BE; FI; FR; IT; NL; ES","cars","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","12 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/rentacargift-eu.jpg"
"Azteco Bitcoin Voucher - Lightning EUR","IE; AT; BE; CY; CZ; DK; EE; FI; FR; DE; GR; HU; IT; LV; LT; LU; MT; NL; PL; PT; RO; SK; SI; ES; SE","cryptocurrency","EUR","10; 25; 50; 100; 250; 500","7","30 days from issue","https://assets.tillo.io/images/brands/vouchers/330x214/azteco-eur.jpg"
"Travelgift","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500; 1000","5","24 months from purchase","https://assets.tillo.io/images/brands/vouchers/330x214/gift-cards-four-travel.jpg"
"Philips Hue Germany","DE","electronics; home","EUR","15; 25; 50; 100; 150","13","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/philips-hue-de.jpg"
"BAUR Germany","DE","fashion; jewellery","EUR","10; 15; 25; 50; 100","4","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/baur-de.jpg"
"Purelei Germany","DE","fashion; jewellery","EUR","15; 20; 25; 50; 100","5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/purelei-de.jpg"
"ToursGift","GB","travel-and-leisure","GBP","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","12 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/toursgift.jpg"
"Lindt Germany","DE","food-and-drink","EUR","15; 20; 25; 50","14","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/lindt-de.jpg"
"TripGift","GB","travel-and-leisure","GBP","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","12 months from first use for GBP & EUR & 60 months from first use for USD","https://assets.tillo.io/images/brands/vouchers/330x214/tripgift.jpg"
"IKEA Germany","DE","home","EUR","10; 15; 20; 25; 30; 40; 44; 50; 100; 200; 500","7","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/ikea-de.jpg"
"Smartbox Italy","IT","travel-and-leisure","EUR","25; 50; 100","11","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/smartbox-it.jpg"
"Despar Italy","IT","supermarket","EUR","10; 20; 50; 100","2","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/despar-it.jpg"
"TortenPrima Germany","DE","food-and-drink","EUR","10; 15; 20; 50","14","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/tortenprima-de.jpg"
"Roadhouse Italy","IT","","EUR","25; 50; 100","6","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/roadhouse-it.jpg"
"Louis Motorrad Germany","DE","cars; sports","EUR","10; 25; 44; 50; 100","9","20 months","https://assets.tillo.io/images/brands/vouchers/330x214/louis-motorrad-de.jpg"
"FNAC Portugal","PT","department-store","EUR","10; 50; 100","0.5","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/fnac-pt.jpg"
"Bennet Italy","IT","supermarket","EUR","10; 25; 50; 100","3","18 months","https://assets.tillo.io/images/brands/vouchers/330x214/bennet-it.jpg"
"Salmoiraghi & Vigano' Italy","IT","fashion","EUR","10; 25; 50; 100; 150","5","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/salmoiraghi-and-vigano-it.jpg"
"MediaWorld Italy","IT","electronics","EUR","10; 20; 25; 50; 100; 200","1","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/mediaworld-it.jpg"
"Rituals France","FR","beauty; home","EUR","10; 25; 50; 100","10","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/rituals-fr.jpg"
"Aral Germany","DE","cars","EUR","10; 15; 20; 25; 44; 50; 100","0.5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/aral-de.jpg"
"Deliveroo Italy","IT","food-and-drink","EUR","25; 50; 100","5","12 months from activation. Must redeem AND spend by expiry.","https://assets.tillo.io/images/brands/vouchers/330x214/deliveroo-it.jpg"
"Dots.eco - Buy 10 sqf of Land for Nature Reserve EUR","IE; AT; BE; HR; CY; EE; FI; FR; DE; GR; IT; LV; LT; LU; MT; NL; PT; SK; SI; ES","charity","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","29.65","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/buy-land-for-nature-reserve-eur.jpg"
"GALP Portugal","PT","other","EUR","10; 15; 20; 30","0.5","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/galp-pt.jpg"
"Loveco Germany","DE","fashion; jewellery","EUR","10; 15; 25; 50","9","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/loveco-de.jpg"
"Thuisbezorgd","NL","food-and-drink","EUR","10; 25; 50; 100","5.5","12 months after purchase","https://assets.tillo.io/images/brands/vouchers/330x214/just-eat-nl.jpg"
"Milano","IE","food-and-drink","EUR","10; 25; 50; 100; 250; 500","9","5 years","https://assets.tillo.io/images/brands/vouchers/330x214/milano.jpg"
"babymarkt Germany","DE","fashion; jewellery","EUR","10; 15; 25; 50; 100","6","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/babymarkt-de.jpg"
"Intimissimi Italy","IT","fashion","EUR","30; 50; 70; 100","4","36 months from purchase","https://assets.tillo.io/images/brands/vouchers/330x214/intimissimi.jpg"
"Jacques Wein-Depot Germany","DE","food-and-drink","EUR","10; 15; 20; 25; 44; 50","14","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/jacques-wein-depot-de.jpg"
"Great British Pub","GB","food-and-drink","GBP","10; 25; 50; 100; 250","10","1 year from last use","https://assets.tillo.io/images/brands/vouchers/330x214/gb-pub.jpg"
"eLearnGift","GB","other","GBP","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","12 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/elearngift.jpg"
"lastminute.com Holiday Gift Card UK","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000","5","12 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/holiday-gift-card-uk.jpg"
"eLearnGift DE","DE","","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","3 years from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/elearngift-de.jpg"
"Iper Italy","IT","supermarket","EUR","10; 25; 50; 100; 150; 200","3","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/iper-it.jpg"
"Deliveroo Belgium","BE","food-and-drink","EUR","25; 50; 100","5","12 months from activation. Must redeem AND spend by expiry.","https://assets.tillo.io/images/brands/vouchers/330x214/deliveroo-be.jpg"
"Total Germany","DE","cars","EUR","10; 25; 50; 75; 100","0.25","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/total-de.jpg"
"Sports Direct","GB","fashion; sports","GBP","10; 25; 50; 100","5","Valid for 24 Months","https://assets.tillo.io/images/brands/vouchers/330x214/sports-direct.jpg"
"Calzedonia Slovakia","SK","fashion","EUR","30; 50; 70; 100","7","3 years for end code but 1 year for Amilon's link","https://assets.tillo.io/images/brands/vouchers/330x214/calzedonia-sk.jpg"
"Dots.eco - Plant a tree where needed the most UK","GB","charity","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","38","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/plant-a-tree-uk.jpg"
"Mango Germany","DE","fashion; jewellery","EUR","25; 50","4","Unlimited","https://assets.tillo.io/images/brands/vouchers/330x214/mango-de.jpg"
"Zara Spain","ES","fashion","EUR","25; 50; 100; 150; 250","1","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/zara-es.jpg"
"Intimissimi Slovakia","SK","fashion","EUR","30; 50; 70; 100","5.5","3 years for end code but 1 year for Amilon's link","https://assets.tillo.io/images/brands/vouchers/330x214/intimissimi-sk.jpg"
"FlystayGift","GB","travel-and-leisure","GBP","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","12 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/flystaygift.jpg"
"Dots.eco - Clean 1 LB of Ocean Plastic EUR","IE; AT; BE; HR; CY; EE; FI; FR; DE; GR; IT; LV; LT; LU; MT; NL; PT; SK; SI; ES","charity","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","29.65","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/clean-ocean-plastic-eur.jpg"
"Matalan","GB","baby; fashion; home; toys","GBP","10; 25; 50; 100","9.5","24 months from activation.","https://assets.tillo.io/images/brands/vouchers/330x214/matalan.jpg"
"Animod Germany","DE","craft; travel-and-leisure","EUR","15; 25; 50; 100","4.5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/animod-de.jpg"
"Ernest Jones","GB","jewellery","GBP","10; 25; 50; 100; 250; 500; 1000; 2000","7.5","24 months of consecutive non-use","https://assets.tillo.io/images/brands/vouchers/330x214/ernestjones.jpg"
"Rituals Luxembourg","LU","beauty; home","EUR","10; 25; 50; 100","10","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/rituals-lu.jpg"
"L'ERBOLARIO Italy","IT","beauty","EUR","10; 25; 50","4.5","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/lerbolario-it.jpg"
"TheFork France","FR","food-and-drink","EUR","25; 50; 100","4.5","18 Months","https://assets.tillo.io/images/brands/vouchers/330x214/thefork-fr.jpg"
"Tchibo Germany","DE","baby; fashion; electronics; home; jewellery; sports; toys","EUR","10; 15; 20; 25; 44; 50","7","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/tchibo-de.jpg"
"Hobbycraft","GB","craft","GBP","10; 25; 50; 100","9","24 months from date of issue","https://assets.tillo.io/images/brands/vouchers/330x214/hobbycraft.jpg"
"Rituals Belgium","BE","beauty; home","EUR","10; 25; 50; 100","10","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/rituals-be.jpg"
"Eckerle Germany","DE","fashion; jewellery","EUR","10; 15; 25; 50; 100","9","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/eckerle-de.jpg"
"Innkeeper's Lodge","GB","food-and-drink","GBP","10; 25; 50; 100; 250","12","2 years from last load.","https://assets.tillo.io/images/brands/vouchers/330x214/innkeepers.jpg"
"Stonehouse","GB","food-and-drink","GBP","10; 25; 50; 100; 250","12","2 years from last load.","https://assets.tillo.io/images/brands/vouchers/330x214/stonehouse.jpg"
"FloraPrima Germany","DE","home","EUR","10; 15; 20; 25; 50","14","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/floraprima-de.jpg"
"Leuchtturm Germany","DE","baby; craft; electronics; toys; travel-and-leisure","EUR","10; 20; 50","14","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/leuchtturm-de.jpg"
"The Charity Shop Gift Card UK","GB","books; charity; fashion; electronics; home; music; toys","GBP","25; 50; 100; 250; 500; 1000","9","24 months after first activation","https://assets.tillo.io/images/brands/vouchers/330x214/the-charity-shop-gift-card-uk.jpg"
"ToursGift IE","IE","travel-and-leisure","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","60 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/toursgift-ie.jpg"
"Morrisons","GB","supermarket","GBP","10; 25; 50; 100; 250; 500","3","12 months from initial activation","https://assets.tillo.io/images/brands/vouchers/330x214/morrisons.jpg"
